"","year","UKPRN","Institution","cah","Subject","Level","QuestionNumber","A1","A2","A3","A4","A5","N/A","Confidence interval - min","Actual value","Confidence interval - max","Response","Sample Size","Positivity measure (%)","Benchmark (%)","Difference (ppt)","Standard deviation","Contribution to benchmark (%)","Materially below benchmark (%)","Broadly in line with benchmark (%)","Materially above benchmark (%)","Publication response headcount","Publication response rate (%)","theme","q","question","ans_sd","ans_d","ans_n","ans_a","ans_sa","r","tm","ucl","ucl_all","rzall","ucl_comp"
"1232",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q08","5%","17%","17%","38%","23%",0,"53%","62%","70%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance",5,17,17,38,23,0.285,TRUE,FALSE,"All other",-1.25546432368691,TRUE
"1233",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q09","8%","16%","21%","40%","15%",1,"46%","55%","63%",161,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Marking and assessment has been fair",8,16,21,40,15,0.19,TRUE,FALSE,"All other",-1.43513716553667,TRUE
"1234",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q10","2%","3%","7%","47%","41%",0,"81%","88%","92%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been timely",2,3,7,47,41,0.61,TRUE,FALSE,"All other",0.821682189392951,TRUE
"1235",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q11","4%","15%","17%","45%","19%",0,"55%","64%","71%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","I have received helpful comments on my work",4,15,17,45,19,0.3,TRUE,FALSE,"All other",-0.619786411563205,TRUE
"1236",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q12","1%","6%","7%","44%","41%",0,"79%","86%","91%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","contact","I have been able to contact staff when I needed to",1,6,7,44,41,0.59,TRUE,FALSE,"All other",-0.282773273115769,TRUE
"1237",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q13","1%","7%","17%","58%","17%",1,"66%","75%","81%",161,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","support","I have received sufficient advice and guidance in relation to my course",1,7,17,58,17,0.415,TRUE,FALSE,"All other",-0.441219594658548,TRUE
"1238",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q14","2%","8%","21%","48%","21%",6,"60%","69%","76%",156,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","choices","Good advice was available when I needed to make study choices on my course",2,8,21,48,21,0.39,TRUE,FALSE,"All other",-0.369461522083613,TRUE
"1239",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q15","2%","13%","15%","52%","19%",1,"62%","70%","77%",161,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","organised","The course is well organised and running smoothly",2,13,15,52,19,0.365,TRUE,FALSE,"All other",-0.23029649862055,TRUE
"1240",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q16","1%","6%","8%","49%","36%",0,"78%","85%","90%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","timetable","The timetable works efficiently for me",1,6,8,49,36,0.565,TRUE,FALSE,"All other",0.177802424701993,TRUE
"1241",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q17","2%","8%","13%","48%","30%",3,"69%","77%","84%",159,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","comms","Any changes in the course or teaching have been communicated effectively",2,8,13,48,30,0.48,TRUE,FALSE,"All other",-0.29415258760317,TRUE
"1242",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q18","1%","3%","10%","45%","42%",1,"79%","86%","91%",161,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","IT","The IT resources and facilities provided have supported my learning well",1,3,10,45,42,0.62,TRUE,FALSE,"All other",0.214513491924756,TRUE
"1243",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q19","1%","5%","10%","43%","41%",1,"77%","84%","89%",161,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",1,5,10,43,41,0.59,TRUE,FALSE,"All other",-0.437354830052721,TRUE
"1244",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q20","1%","2%","9%","40%","48%",1,"81%","88%","92%",161,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",1,2,9,40,48,0.66,TRUE,FALSE,"All other",0.203636782599755,TRUE
"1245",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q21","6%","11%","21%","35%","27%",0,"54%","62%","70%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"community","staffstudent","I feel part of a community of staff and students",6,11,21,35,27,0.33,TRUE,FALSE,"All other",0.113788785846757,TRUE
"1246",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q22","1%","5%","10%","46%","38%",0,"77%","84%","89%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"community","studentwork","I have had the right opportunities to work with other students as part of my course",1,5,10,46,38,0.575,TRUE,FALSE,"All other",0.0988429972234101,TRUE
"1247",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q23","0%","1%","7%","41%","52%",0,"87%","93%","96%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","opportunity","I have had the right opportunities to provide feedback on my course",0,1,7,41,52,0.72,TRUE,FALSE,"All other",0.876906481169871,TRUE
"1248",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q24","2%","13%","13%","41%","31%",2,"64%","73%","79%",160,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","valued","Staff value students’ views and opinions about the course",2,13,13,41,31,0.43,TRUE,FALSE,"All other",-0.602396092638987,TRUE
"1249",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q25","4%","20%","23%","35%","19%",0,"45%","54%","62%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","acted_upon","It is clear how students’ feedback on the course has been acted on",4,20,23,35,19,0.225,TRUE,FALSE,"All other",-0.606488237849239,TRUE
"1250",2019,10007792,"University of Exeter","CAH04-01","Psychology","First degree","Q27","1%","7%","12%","48%","32%",0,"72%","80%","86%",162,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall","satisfied","Overall, I am satisfied with the quality of the course",1,7,12,48,32,0.515,FALSE,FALSE,"All other",-0.380517988953763,TRUE
"1251",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q01","2%","5%","9%","71%","13%",0,"74%","84%","90%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","explain","Staff are good at explaining things",2,5,9,71,13,0.44,TRUE,FALSE,"All other",-1.29345058062414,TRUE
"1252",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q02","2%","5%","14%","57%","22%",0,"70%","79%","87%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","interest","Staff have made the subject interesting",2,5,14,57,22,0.46,TRUE,FALSE,"All other",-0.403814992090082,TRUE
"1253",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q03","1%","3%","7%","45%","44%",0,"80%","89%","94%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","stimulating","The course is intellectually stimulating",1,3,7,45,44,0.64,TRUE,FALSE,"All other",0.292948687931113,TRUE
"1254",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q04","3%","11%","17%","43%","25%",0,"58%","69%","78%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","challenge","My course has challenged me to achieve my best work",3,11,17,43,25,0.38,TRUE,FALSE,"All other",-1.24938571230611,TRUE
"1255",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q05","2%","4%","15%","43%","36%",0,"68%","78%","86%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",2,4,15,43,36,0.535,TRUE,FALSE,"All other",-0.243840265836886,TRUE
"1256",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q06","4%","10%","12%","41%","33%",0,"64%","74%","82%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",4,10,12,41,33,0.445,TRUE,FALSE,"All other",-1.22580972381518,TRUE
"1257",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q07","5%","24%","15%","32%","23%",0,"45%","55%","66%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","apply","My course has provided me with opportunities to apply what I have learnt",5,24,15,32,23,0.22,TRUE,FALSE,"All other",-1.56650319455589,TRUE
"1258",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q08","14%","17%","16%","34%","20%",0,"43%","54%","64%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance",14,17,16,34,20,0.145,TRUE,FALSE,"All other",-2.28413509212716,TRUE
"1259",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q09","12%","17%","17%","42%","13%",0,"44%","54%","65%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Marking and assessment has been fair",12,17,17,42,13,0.135,TRUE,FALSE,"All other",-1.85325742002149,TRUE
"1260",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q10","15%","23%","16%","37%","9%",0,"36%","46%","57%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been timely",15,23,16,37,9,0.01,TRUE,FALSE,"All other",-2.19359268812898,TRUE
"1261",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q11","12%","25%","13%","42%","7%",0,"39%","49%","60%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","I have received helpful comments on my work",12,25,13,42,7,0.035,TRUE,FALSE,"All other",-2.27986692737376,TRUE
"1262",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q12","3%","8%","9%","40%","40%",1,"70%","80%","87%",110,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","contact","I have been able to contact staff when I needed to",3,8,9,40,40,0.53,TRUE,FALSE,"All other",-0.862002397078713,TRUE
"1263",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q13","8%","11%","21%","45%","15%",0,"49%","59%","69%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","support","I have received sufficient advice and guidance in relation to my course",8,11,21,45,15,0.24,TRUE,FALSE,"All other",-1.76906055488688,TRUE
"1264",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q14","7%","16%","23%","36%","19%",2,"44%","55%","65%",109,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","choices","Good advice was available when I needed to make study choices on my course",7,16,23,36,19,0.22,TRUE,FALSE,"All other",-1.69449046922401,TRUE
"1265",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q15","11%","14%","19%","43%","14%",0,"46%","56%","67%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","organised","The course is well organised and running smoothly",11,14,19,43,14,0.175,TRUE,FALSE,"All other",-1.28878307228034,TRUE
"1266",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q16","4%","4%","5%","43%","45%",0,"78%","87%","93%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","timetable","The timetable works efficiently for me",4,4,5,43,45,0.605,TRUE,FALSE,"All other",0.503292989561859,TRUE
"1267",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q17","8%","12%","11%","38%","30%",0,"58%","68%","77%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","comms","Any changes in the course or teaching have been communicated effectively",8,12,11,38,30,0.35,TRUE,FALSE,"All other",-1.17634318184992,TRUE
"1268",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q18","1%","5%","15%","47%","32%",0,"69%","79%","86%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","IT","The IT resources and facilities provided have supported my learning well",1,5,15,47,32,0.52,TRUE,FALSE,"All other",-0.772559460047854,TRUE
"1269",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q19","0%","2%","4%","37%","56%",0,"86%","94%","97%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",0,2,4,37,56,0.735,TRUE,FALSE,"All other",0.807450300615108,TRUE
"1270",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q20","1%","4%","4%","45%","46%",2,"83%","91%","96%",109,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",1,4,4,45,46,0.655,TRUE,FALSE,"All other",0.150532323893043,TRUE
"1271",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q21","7%","10%","24%","35%","23%",1,"48%","59%","69%",110,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"community","staffstudent","I feel part of a community of staff and students",7,10,24,35,23,0.285,TRUE,FALSE,"All other",-0.188677684438924,TRUE
"1272",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q22","1%","5%","9%","27%","58%",0,"76%","85%","91%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"community","studentwork","I have had the right opportunities to work with other students as part of my course",1,5,9,27,58,0.68,TRUE,FALSE,"All other",0.85635527766834,TRUE
"1273",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q23","2%","6%","6%","35%","51%",1,"77%","86%","92%",110,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","opportunity","I have had the right opportunities to provide feedback on my course",2,6,6,35,51,0.635,TRUE,FALSE,"All other",0.037331717158451,TRUE
"1274",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q24","12%","8%","13%","27%","40%",0,"57%","68%","77%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","valued","Staff value students’ views and opinions about the course",12,8,13,27,40,0.375,TRUE,FALSE,"All other",-1.02359095821289,TRUE
"1275",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q25","5%","9%","17%","33%","36%",1,"58%","68%","77%",110,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","acted_upon","It is clear how students’ feedback on the course has been acted on",5,9,17,33,36,0.43,TRUE,FALSE,"All other",0.570985384254037,TRUE
"1276",2019,10007794,"University of Glasgow","CAH04-01","Psychology","First degree","Q27","5%","12%","8%","48%","26%",0,"64%","75%","83%",111,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall","satisfied","Overall, I am satisfied with the quality of the course",5,12,8,48,26,0.39,FALSE,FALSE,"All other",-1.28617362233322,TRUE
"1277",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q01","0%","2%","5%","77%","16%",0,"87%","93%","96%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","explain","Staff are good at explaining things",0,2,5,77,16,0.535,TRUE,FALSE,"All other",-0.187463248573803,TRUE
"1278",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q02","0%","7%","7%","70%","17%",0,"80%","87%","91%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","interest","Staff have made the subject interesting",0,7,7,70,17,0.485,TRUE,FALSE,"All other",-0.143751584405293,TRUE
"1279",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q03","1%","2%","6%","49%","43%",0,"86%","91%","95%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","stimulating","The course is intellectually stimulating",1,2,6,49,43,0.655,TRUE,FALSE,"All other",0.425821842814154,TRUE
"1280",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q04","2%","7%","13%","46%","31%",0,"69%","77%","83%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","challenge","My course has challenged me to achieve my best work",2,7,13,46,31,0.485,TRUE,FALSE,"All other",-0.341947886946525,TRUE
"1281",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q05","1%","8%","12%","45%","34%",0,"71%","79%","85%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",1,8,12,45,34,0.515,TRUE,FALSE,"All other",-0.428446607185827,TRUE
"1282",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q06","2%","8%","16%","43%","30%",0,"66%","74%","80%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",2,8,16,43,30,0.455,TRUE,FALSE,"All other",-1.13350149083295,TRUE
"1283",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q07","3%","16%","21%","41%","20%",0,"52%","60%","68%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","apply","My course has provided me with opportunities to apply what I have learnt",3,16,21,41,20,0.295,TRUE,FALSE,"All other",-1.00567091009264,TRUE
"1284",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q08","2%","10%","11%","44%","33%",0,"69%","77%","83%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance",2,10,11,44,33,0.48,TRUE,FALSE,"All other",0.177327103783428,TRUE
"1285",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q09","2%","9%","21%","55%","13%",0,"60%","68%","76%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Marking and assessment has been fair",2,9,21,55,13,0.34,TRUE,FALSE,"All other",-0.294809198759878,TRUE
"1286",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q10","1%","5%","15%","45%","35%",0,"72%","80%","86%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been timely",1,5,15,45,35,0.54,TRUE,FALSE,"All other",0.469900120348726,TRUE
"1287",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q11","1%","14%","16%","53%","16%",0,"61%","69%","76%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","I have received helpful comments on my work",1,14,16,53,16,0.345,TRUE,FALSE,"All other",-0.337885946614242,TRUE
"1288",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q12","2%","8%","10%","35%","45%",0,"72%","80%","86%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","contact","I have been able to contact staff when I needed to",2,8,10,35,45,0.565,TRUE,FALSE,"All other",-0.524118741433662,TRUE
"1289",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q13","2%","14%","12%","52%","20%",0,"64%","72%","79%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","support","I have received sufficient advice and guidance in relation to my course",2,14,12,52,20,0.37,TRUE,FALSE,"All other",-0.782664413002976,TRUE
"1290",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q14","4%","9%","20%","43%","26%",0,"60%","68%","76%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","choices","Good advice was available when I needed to make study choices on my course",4,9,20,43,26,0.39,TRUE,FALSE,"All other",-0.369461522083613,TRUE
"1291",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q15","2%","4%","9%","55%","30%",0,"78%","85%","90%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","organised","The course is well organised and running smoothly",2,4,9,55,30,0.535,TRUE,FALSE,"All other",0.716770435706627,TRUE
"1292",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q16","2%","2%","4%","38%","54%",1,"86%","92%","96%",163,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","timetable","The timetable works efficiently for me",2,2,4,38,54,0.7,TRUE,FALSE,"All other",1.27633308110404,TRUE
"1293",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q17","2%","2%","6%","41%","48%",2,"83%","90%","94%",162,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","comms","Any changes in the course or teaching have been communicated effectively",2,2,6,41,48,0.655,TRUE,FALSE,"All other",0.893411673882836,TRUE
"1294",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q18","0%","2%","7%","46%","44%",3,"84%","90%","94%",161,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","IT","The IT resources and facilities provided have supported my learning well",0,2,7,46,44,0.66,TRUE,FALSE,"All other",0.6093426727138,TRUE
"1295",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q19","1%","2%","9%","37%","52%",1,"82%","88%","93%",163,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",1,2,9,37,52,0.685,TRUE,FALSE,"All other",0.378207152108961,TRUE
"1296",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q20","0%","6%","9%","45%","40%",3,"77%","84%","90%",161,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",0,6,9,45,40,0.595,TRUE,FALSE,"All other",-0.486721180587503,TRUE
"1297",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q21","10%","13%","18%","40%","20%",0,"51%","59%","67%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"community","staffstudent","I feel part of a community of staff and students",10,13,18,40,20,0.235,TRUE,FALSE,"All other",-0.524751540311903,TRUE
"1298",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q22","1%","4%","8%","44%","43%",0,"80%","87%","92%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"community","studentwork","I have had the right opportunities to work with other students as part of my course",1,4,8,44,43,0.62,TRUE,FALSE,"All other",0.423491117414094,TRUE
"1299",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q23","2%","2%","8%","48%","40%",0,"81%","88%","92%",164,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","opportunity","I have had the right opportunities to provide feedback on my course",2,2,8,48,40,0.61,TRUE,FALSE,"All other",-0.209602036962555,TRUE
"1300",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q24","4%","7%","15%","40%","34%",1,"67%","75%","81%",163,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","valued","Staff value students’ views and opinions about the course",4,7,15,40,34,0.465,TRUE,FALSE,"All other",-0.334362996364683,TRUE
"1301",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q25","4%","18%","31%","33%","15%",1,"40%","48%","56%",163,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voice","acted_upon","It is clear how students’ feedback on the course has been acted on",4,18,31,33,15,0.185,TRUE,FALSE,"All other",-0.836239188503537,TRUE
"1302",2019,10007795,"The University of Leeds","CAH04-01","Psychology","First degree","Q27","2%","4%","7%","54%","33%",1,"80%","87%","91%",163,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall","satisfied","Overall, I am satisfied with the quality of the course",2,4,7,54,33,0.56,FALSE,FALSE,"All other",-0.0544819609371579,TRUE
"1303",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q01","0%","3%","8%","72%","17%",0,"82%","89%","94%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","explain","Staff are good at explaining things",0,3,8,72,17,0.515,TRUE,TRUE,"UCL",-0.420302686900191,TRUE
"1304",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q02","2%","6%","17%","59%","17%",0,"67%","76%","83%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","interest","Staff have made the subject interesting",2,6,17,59,17,0.415,TRUE,TRUE,"UCL",-0.871929125922703,TRUE
"1305",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q03","1%","10%","7%","42%","40%",0,"74%","82%","88%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","stimulating","The course is intellectually stimulating",1,10,7,42,40,0.55,TRUE,TRUE,"UCL",-0.504290241367131,TRUE
"1306",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q04","2%","7%","13%","47%","31%",0,"70%","78%","85%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","challenge","My course has challenged me to achieve my best work",2,7,13,47,31,0.49,TRUE,TRUE,"UCL",-0.298736561929402,TRUE
"1307",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q05","2%","5%","18%","41%","34%",0,"67%","76%","83%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",2,5,18,41,34,0.5,TRUE,TRUE,"UCL",-0.566901363197532,TRUE
"1308",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q06","1%","6%","11%","49%","32%",0,"74%","82%","88%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",1,6,11,49,32,0.525,TRUE,TRUE,"UCL",-0.487343859957354,TRUE
"1309",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q07","4%","16%","16%","42%","23%",1,"55%","64%","73%",176,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"learnopp","apply","My course has provided me with opportunities to apply what I have learnt",4,16,16,42,23,0.32,TRUE,TRUE,"UCL",-0.818726815271554,TRUE
"1310",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q08","3%","8%","20%","45%","24%",0,"60%","69%","77%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance",3,8,20,45,24,0.395,TRUE,TRUE,"UCL",-0.447223005626721,TRUE
"1311",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q09","1%","10%","21%","50%","17%",0,"59%","68%","76%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Marking and assessment has been fair",1,10,21,50,17,0.36,TRUE,TRUE,"UCL",-0.142765469856307,TRUE
"1312",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q10","4%","11%","13%","50%","22%",0,"63%","72%","79%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been timely",4,11,13,50,22,0.375,TRUE,TRUE,"UCL",-0.359300470969805,TRUE
"1313",2019,10007784,"University College London","CAH04-01","Psychology","First degree","Q11","2%","8%","26%","43%","21%",0,"55%","64%","72%",177,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","I have received helpful comments on my work",2,8,26,43,21,0.365,TRUE,TRUE,"UCL",-0.21259685108137,TRUE
